source,component,file,non_theme_colors_before,non_theme_colors_remaining,status,colors_found_before,remaining_colors,categories_before
insights-ui,ReportSectionHeader,insights-ui/src/components/ui/sections/ReportSectionHeader.tsx,4,4,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-sky-500/15; border-sky-500/40; text-sky-300; hex:#3b82f6,bg-sky-500/15; border-sky-500/40; text-sky-300; hex:#3b82f6,status-info; hex-literal
insights-ui,chart-theme,insights-ui/src/util/chart-theme.ts,4,4,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#9ca3af; hex:#6b7280; hex:#d1d5db; hex:#4b5563,hex:#9ca3af; hex:#6b7280; hex:#d1d5db; hex:#4b5563,hex-literal; hex-token-value(surface-3)
insights-ui,[slug]/page,insights-ui/src/app/commodities/[slug]/page.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-sky-500/15; border-sky-500/40; text-sky-300,bg-sky-500/15; border-sky-500/40; text-sky-300,status-info
insights-ui,cost-efficiency-team/page,insights-ui/src/app/etfs/[exchange]/[etf]/cost-efficiency-team/page.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-amber-500/15; text-amber-300; border-amber-500/40,bg-amber-500/15; text-amber-300; border-amber-500/40,status-warning
insights-ui,future-performance-outlook/page,insights-ui/src/app/etfs/[exchange]/[etf]/future-performance-outlook/page.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-sky-500/15; text-sky-300; border-sky-500/40,bg-sky-500/15; text-sky-300; border-sky-500/40,status-info
insights-ui,performance-returns/page,insights-ui/src/app/etfs/[exchange]/[etf]/performance-returns/page.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-emerald-500/15; text-emerald-300; border-emerald-500/40,bg-emerald-500/15; text-emerald-300; border-emerald-500/40,status-success
insights-ui,risk-analysis/page,insights-ui/src/app/etfs/[exchange]/[etf]/risk-analysis/page.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-red-500/15; text-red-300; border-red-500/40,bg-red-500/15; text-red-300; border-red-500/40,status-danger
insights-ui,final-conclusion/page,insights-ui/src/app/industry-tariff-report/[industryId]/final-conclusion/page.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-amber-100; border-amber-300; text-amber-800,bg-amber-100; border-amber-300; text-amber-800,status-warning
insights-ui,industry-areas/page,insights-ui/src/app/industry-tariff-report/[industryId]/industry-areas/page.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-amber-100; border-amber-300; text-amber-800,bg-amber-100; border-amber-300; text-amber-800,status-warning
insights-ui,tariff-updates/page,insights-ui/src/app/industry-tariff-report/[industryId]/tariff-updates/page.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-amber-100; border-amber-300; text-amber-800,bg-amber-100; border-amber-300; text-amber-800,status-warning
insights-ui,understand-industry/page,insights-ui/src/app/industry-tariff-report/[industryId]/understand-industry/page.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-amber-100; border-amber-300; text-amber-800,bg-amber-100; border-amber-300; text-amber-800,status-warning
insights-ui,[portfolioId]/page,insights-ui/src/app/portfolio-managers/profile-details/[id]/portfolios/[portfolioId]/page.tsx,3,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-blue-500/10; border-blue-500/20; text-blue-500,bg-blue-500/10; border-blue-500/20,status-info
insights-ui,TestPromptInvocationModal,insights-ui/src/app/prompts/[promptId]/test-invocations/TestPromptInvocationModal.tsx,3,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,border-gray-200 x2; text-red-500,text-red-500,structural-gray; status-danger
insights-ui,prompts/page,insights-ui/src/app/prompts/page.tsx,3,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-yellow-200; text-blue-500; text-black,bg-yellow-200; text-black,status-warning; status-info; white-black
insights-ui,reports/page,insights-ui/src/app/reports/page.tsx,3,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-indigo-500; bg-yellow-400; text-gray-900,bg-yellow-400; text-gray-900,brand-indigo; status-warning; structural-gray
insights-ui,theme-styles,insights-ui/src/app/styles/theme-styles.scss,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-gray-700/50; text-blue-100; text-blue-400,bg-gray-700/50; text-blue-100; text-blue-400,structural-gray; status-info
insights-ui,EditAnalysisFactorsModal,insights-ui/src/components/analysis-factors/EditAnalysisFactorsModal.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500; bg-red-100; border-red-400,text-red-500; bg-red-100; border-red-400,status-danger
insights-ui,EditCriterionModal,insights-ui/src/components/criteria/EditCriterionModal.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500; bg-red-100; border-red-400,text-red-500; bg-red-100; border-red-400,status-danger
insights-ui,DateSelector,insights-ui/src/components/daily-stock-movers/DateSelector.tsx,3,0,fully migrated to theme tokens,focus:ring-blue-500; dark:bg-gray-800; dark:border-gray-700,,status-info; structural-gray
insights-ui,EtfFavouriteItem,insights-ui/src/components/etf-favourites/EtfFavouriteItem.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-400; hover:text-red-300; hex:#3b82f6,text-red-400; hover:text-red-300; hex:#3b82f6,status-danger; hex-literal
insights-ui,EtfAnalysisSections,insights-ui/src/components/etf-reportsv1/analysis/EtfAnalysisSections.tsx,3,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,hex:#3b82f6 x2; text-white,hex:#3b82f6 x2,hex-literal; white-black
insights-ui,EtfScenarioCard,insights-ui/src/components/etf-scenarios/EtfScenarioCard.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black; from-[#F59E0B]; to-[#FBBF24],from-amber-500; to-amber-400; text-black,white-black; arbitrary-hex
insights-ui,EtfListingGrid,insights-ui/src/components/etfs/EtfListingGrid.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black; from-[#F59E0B]; to-[#FBBF24],from-amber-500; to-amber-400; text-black,white-black; arbitrary-hex
insights-ui,EtfPagination,insights-ui/src/components/etfs/EtfPagination.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black; from-[#F59E0B]; to-[#FBBF24],from-amber-500; to-amber-400; text-black,white-black; arbitrary-hex
insights-ui,FavouritesEmptyState,insights-ui/src/components/favourites/FavouritesEmptyState.tsx,3,0,fully migrated to theme tokens,bg-blue-600; hover:bg-blue-700; text-white,,status-info; white-black
insights-ui,SectionHeading,insights-ui/src/components/home-page/SectionHeading.tsx,3,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-indigo-400; ring-indigo-400; bg-indigo-400/20,bg-indigo-400/20,brand-indigo
insights-ui,AnalysisDisplay,insights-ui/src/components/industry-analysis/AnalysisDisplay.tsx,3,0,fully migrated to theme tokens,text-white x2; text-gray-400,,white-black; structural-gray
insights-ui,IndustryCoverBody,insights-ui/src/components/industry-tariff/cover/IndustryCoverBody.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-amber-100; border-amber-300; text-amber-800,bg-amber-100; border-amber-300; text-amber-800,status-warning
insights-ui,PortfolioHoldings,insights-ui/src/components/portfolios/PortfolioHoldings.tsx,3,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,hover:text-blue-400 x2; bg-blue-500,bg-blue-500,status-info
insights-ui,AddButton,insights-ui/src/components/rjsf/AddButton/AddButton.tsx,3,0,fully migrated to theme tokens,bg-blue-500; hover:bg-blue-700; text-white,,status-info; white-black
insights-ui,ErrorList,insights-ui/src/components/rjsf/ErrorList/ErrorList.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",border-red-700; bg-red-100; text-red-950,border-red-700; bg-red-100; text-red-950,status-danger
insights-ui,BusinessAndMoat,insights-ui/src/components/ticker-reportsv1/BusinessAndMoat.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-sky-500/15; border-sky-500/40; text-sky-300,bg-sky-500/15; border-sky-500/40; text-sky-300,status-info
insights-ui,FairValue,insights-ui/src/components/ticker-reportsv1/FairValue.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-amber-500/15; border-amber-500/40; text-amber-300,bg-amber-500/15; border-amber-500/40; text-amber-300,status-warning
insights-ui,FinancialStatementAnalysis,insights-ui/src/components/ticker-reportsv1/FinancialStatementAnalysis.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-amber-500/15; border-amber-500/40; text-amber-300,bg-amber-500/15; border-amber-500/40; text-amber-300,status-warning
insights-ui,FuturePerformance,insights-ui/src/components/ticker-reportsv1/FuturePerformance.tsx,3,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-indigo-500/15; border-indigo-500/40; text-indigo-300,bg-indigo-500/15; border-indigo-500/40,brand-indigo
insights-ui,PastPerformance,insights-ui/src/components/ticker-reportsv1/PastPerformance.tsx,3,3,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-emerald-500/15; border-emerald-500/40; text-emerald-300,bg-emerald-500/15; border-emerald-500/40; text-emerald-300,status-success
insights-ui,app-settings/page,insights-ui/src/app/admin-v1/app-settings/page.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",border-amber-500/40; bg-amber-500/10,border-amber-500/40; bg-amber-500/10,status-warning
insights-ui,UpsertIndustryAnalysisModal,insights-ui/src/app/admin-v1/industry-analysis-management/UpsertIndustryAnalysisModal.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,border-gray-300; text-red-500,text-red-500,structural-gray; status-danger
insights-ui,UpsertSubIndustryAnalysisModal,insights-ui/src/app/admin-v1/industry-analysis-management/UpsertSubIndustryAnalysisModal.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,border-gray-300; text-red-500,text-red-500,structural-gray; status-danger
insights-ui,CreateUserModal,insights-ui/src/app/admin-v1/users/CreateUserModal.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-500; text-red-500,text-red-500,structural-gray; status-danger
insights-ui,EditUserModal,insights-ui/src/app/admin-v1/users/EditUserModal.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-500; text-red-500,text-red-500,structural-gray; status-danger
insights-ui,commodities/page,insights-ui/src/app/commodities/page.tsx,2,0,fully migrated to theme tokens,text-white; text-[#E5E7EB],,white-black; arbitrary-hex
insights-ui,EtfSubPageActions,insights-ui/src/app/etfs/[exchange]/[etf]/EtfSubPageActions.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-400 x2,text-red-400 x2,status-danger
insights-ui,financial-data/page,insights-ui/src/app/etfs/[exchange]/[etf]/financial-data/page.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-400; text-green-400,text-red-400; text-green-400,status-danger; status-success
insights-ui,invocations/page,insights-ui/src/app/invocations/page.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-red-100; dark:bg-red-900/30,bg-red-100; dark:bg-red-900/30,status-danger
insights-ui,[industry]/page,insights-ui/src/app/portfolio-managers/profile-details/[id]/analysis/[country]/[industry]/page.tsx,2,0,fully migrated to theme tokens,text-[#E5E7EB] x2,,arbitrary-hex
insights-ui,invocations/page,insights-ui/src/app/prompts/[promptId]/invocations/page.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-red-100; dark:bg-red-900/30,bg-red-100; dark:bg-red-900/30,status-danger
insights-ui,[version]/page,insights-ui/src/app/prompts/[promptId]/versions/[version]/page.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-red-500; border-gray-200,text-red-500,status-danger; structural-gray
insights-ui,create/page,insights-ui/src/app/prompts/[promptId]/versions/create/page.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-red-500; border-gray-200,text-red-500,status-danger; structural-gray
insights-ui,ComparisonModal,insights-ui/src/app/stocks/[exchange]/[ticker]/ComparisonModal.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",border-blue-500; bg-black,border-blue-500; bg-black,status-info; white-black
insights-ui,[industry]/page,insights-ui/src/app/stocks/countries/[country]/industries/[industry]/page.tsx,2,0,fully migrated to theme tokens,text-[#E5E7EB] x2,,arbitrary-hex
insights-ui,[industry]/page,insights-ui/src/app/stocks/industries/[industry]/page.tsx,2,0,fully migrated to theme tokens,text-[#E5E7EB] x2,,arbitrary-hex
insights-ui,scrollbar,insights-ui/src/app/styles/scrollbar.scss,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#f0f0f0 x2,hex:#f0f0f0 x2,hex-literal
insights-ui,ExportJsonModal,insights-ui/src/components/analysis-factors/ExportJsonModal.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,border-gray-200; text-green-500,text-green-500,structural-gray; status-success
insights-ui,UploadJsonModal,insights-ui/src/components/analysis-factors/UploadJsonModal.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-red-500; border-gray-200,text-red-500,status-danger; structural-gray
insights-ui,CommodityCategoryReport,insights-ui/src/components/commodity-reports/CommodityCategoryReport.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-green-500; text-red-500,text-green-500; text-red-500,status-success; status-danger
insights-ui,CommodityKeyFactsFlags,insights-ui/src/components/commodity-reports/CommodityKeyFactsFlags.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-green-500; text-red-500,text-green-500; text-red-500,status-success; status-danger
insights-ui,CommoditySummaryAnalysis,insights-ui/src/components/commodity-reports/CommoditySummaryAnalysis.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#3b82f6 x2,hex:#3b82f6 x2,hex-literal
insights-ui,CompetitorCard,insights-ui/src/components/competition/CompetitorCard.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-[#F59E0B]; hover:text-[#F97316],text-amber-500; hover:text-orange-500,arbitrary-hex
insights-ui,EtfInvestorGoalDetailView,insights-ui/src/components/etf-investors/EtfInvestorGoalDetailView.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-300; hover:text-[#FBBF24],text-red-300; hover:text-amber-400,status-danger; arbitrary-hex
insights-ui,EtfCompetitionChartSection,insights-ui/src/components/etf-reportsv1/EtfCompetitionChartSection.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-white; hex:#3b82f6,hex:#3b82f6,white-black; hex-literal
insights-ui,EtfKeyFactsFlags,insights-ui/src/components/etf-reportsv1/EtfKeyFactsFlags.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-green-500; text-red-500,text-green-500; text-red-500,status-success; status-danger
insights-ui,EtfCategoryReport,insights-ui/src/components/etf-reportsv1/analysis/EtfCategoryReport.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-green-500; text-red-500,text-green-500; text-red-500,status-success; status-danger
insights-ui,KoalaGainsPlatform,insights-ui/src/components/home-page/KoalaGainsPlatform.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-indigo-500; ring-white/10,ring-white/10,brand-indigo; white-black
insights-ui,ChapterPlaceholder,insights-ui/src/components/industry-tariff/chapter/ChapterPlaceholder.tsx,2,0,fully migrated to theme tokens,border-gray-700/60; bg-gray-800/40,,structural-gray
insights-ui,CountryTariffRenderer,insights-ui/src/components/industry-tariff/renderers/CountryTariffRenderer.tsx,2,0,fully migrated to theme tokens,bg-gray-800; bg-gray-900,,structural-gray
insights-ui,RawJsonEditModal,insights-ui/src/components/prompts/RawJsonEditModal.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-red-500; border-gray-200,text-red-500,status-danger; structural-gray
insights-ui,RawPatchEditModal,insights-ui/src/components/prompts/RawPatchEditModal.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-red-500; border-gray-200,text-red-500,status-danger; structural-gray
insights-ui,EditTickersForm,insights-ui/src/components/public-equitiesv1/EditTickersForm.tsx,2,0,fully migrated to theme tokens,text-gray-500; dark:text-gray-400,,structural-gray
insights-ui,RemoveRowButton,insights-ui/src/components/public-equitiesv1/RemoveRowButton.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500; hover:text-red-700,text-red-500; hover:text-red-700,status-danger
insights-ui,BaseInputTemplate,insights-ui/src/components/rjsf/BaseInputTemplate/BaseInputTemplate.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,border-red-500; ring-gray-400,border-red-500,status-danger; structural-gray
insights-ui,FieldTemplate,insights-ui/src/components/rjsf/FieldTemplate/FieldTemplate.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500 x2,text-red-500 x2,status-danger
insights-ui,SelectWidget,insights-ui/src/components/rjsf/SelectWidget/SelectWidget.tsx,2,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,ring-gray-400; border-red-500,border-red-500,structural-gray; status-danger
insights-ui,TextareaWidget,insights-ui/src/components/rjsf/TextareaWidget/TextareaWidget.tsx,2,0,fully migrated to theme tokens,ring-gray-300; placeholder:text-gray-400,,structural-gray
insights-ui,StockScenarioPageLayout,insights-ui/src/components/stock-scenarios/StockScenarioPageLayout.tsx,2,0,fully migrated to theme tokens,text-white; text-[#E5E7EB],,white-black; arbitrary-hex
insights-ui,SelectableSubIndustryCard,insights-ui/src/components/stocks/SelectableSubIndustryCard.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-sky-300; text-emerald-300,text-sky-300; text-emerald-300,status-info; status-success
insights-ui,CalculatorThemeScope,insights-ui/src/components/tariff-calculator/CalculatorThemeScope.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#fbbf24; hex:#b45309,hex:#fbbf24; hex:#b45309,hex-literal
insights-ui,TickerCategoryReport,insights-ui/src/components/ticker-reportsv1/TickerCategoryReport.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-green-500; text-red-500,text-green-500; text-red-500,status-success; status-danger
insights-ui,MetricCell,insights-ui/src/components/ui/MetricCell.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-emerald-400; text-red-400,text-emerald-400; text-red-400,status-success; status-danger
insights-ui,TickerRadarChartSvg,insights-ui/src/components/visualizations/TickerRadarChartSvg.tsx,2,2,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#d5d5d5; hex:#ffffff,hex:#d5d5d5; hex:#ffffff,hex-literal; hex-token-value(heading / primary-text)
insights-ui,AdminCountryFilter,insights-ui/src/app/admin-v1/AdminCountryFilter.tsx,1,0,fully migrated to theme tokens,text-gray-300,,structural-gray
insights-ui,ReloadRequestModal,insights-ui/src/app/admin-v1/generation-requests/ReloadRequestModal.tsx,1,0,fully migrated to theme tokens,text-blue-400,,status-info
insights-ui,generation-requests/page,insights-ui/src/app/admin-v1/generation-requests/page.tsx,1,0,fully migrated to theme tokens,text-gray-300,,structural-gray
insights-ui,UpsertIndustryModal,insights-ui/src/app/admin-v1/industry-management/UpsertIndustryModal.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500,text-red-500,status-danger
insights-ui,UpsertSubIndustryModal,insights-ui/src/app/admin-v1/industry-management/UpsertSubIndustryModal.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500,text-red-500,status-danger
insights-ui,detailed-analysis/page,insights-ui/src/app/etf-scenarios/[slug]/detailed-analysis/page.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-[#FBBF24],text-amber-400,arbitrary-hex
insights-ui,EtfFavouriteButton,insights-ui/src/app/etfs/[exchange]/[etf]/EtfFavouriteButton.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-400,text-red-400,status-danger
insights-ui,MobileEtfActionsMenu,insights-ui/src/app/etfs/[exchange]/[etf]/MobileEtfActionsMenu.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-400,text-red-400,status-danger
insights-ui,genai-business/page,insights-ui/src/app/genai-business/page.tsx,1,0,fully migrated to theme tokens,bg-gray-900,,structural-gray
insights-ui,IndustryAnalysisClient,insights-ui/src/app/portfolio-managers/college-ambassadors/industry-analysis/IndustryAnalysisClient.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-400,text-red-400,status-danger
insights-ui,[promptId]/page,insights-ui/src/app/prompts/[promptId]/page.tsx,1,0,fully migrated to theme tokens,border-gray-200,,structural-gray
insights-ui,MarkdownEditor,insights-ui/src/components/Markdown/MarkdownEditor.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-600,text-red-600,status-danger
insights-ui,AddEditAnalysisTemplateModal,insights-ui/src/components/analysis-templates/AddEditAnalysisTemplateModal.tsx,1,0,fully migrated to theme tokens,border-gray-200,,structural-gray
insights-ui,AdminTimestamp,insights-ui/src/components/auth/AdminTimestamp.tsx,1,0,fully migrated to theme tokens,text-gray-400,,structural-gray
insights-ui,BlogsGrid,insights-ui/src/components/blogs/BlogsGrid.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",focus-visible:outline-indigo-600,focus-visible:outline-indigo-600,brand-indigo
insights-ui,CommodityGroupCard,insights-ui/src/components/commodity-reports/CommodityGroupCard.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-gray-500,bg-gray-500/15,structural-gray
insights-ui,LoadingOrError,insights-ui/src/components/core/LoadingOrError.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500,text-red-500,status-danger
insights-ui,EtfFavouritesPageHeader,insights-ui/src/components/etf-favourites/EtfFavouritesPageHeader.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500,text-red-500,status-danger
insights-ui,EtfInvestorCard,insights-ui/src/components/etf-investors/EtfInvestorCard.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",group-hover:text-[#FBBF24],group-hover:text-amber-400,arbitrary-hex
insights-ui,EtfChartTabs,insights-ui/src/components/etf-reportsv1/EtfChartTabs.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#10b981,hex:#10b981,hex-literal
insights-ui,EtfScenarioFiltersBar,insights-ui/src/components/etf-scenarios/EtfScenarioFiltersBar.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",focus:border-[#F59E0B],focus:border-amber-500,arbitrary-hex
insights-ui,FavouriteTags,insights-ui/src/components/favourites/FavouriteTags.tsx,1,0,fully migrated to theme tokens,text-white,,white-black
insights-ui,FavouritesPageHeader,insights-ui/src/components/favourites/FavouritesPageHeader.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500,text-red-500,status-danger
insights-ui,TickerBadge,insights-ui/src/components/favourites/TickerBadge.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hover:text-red-400,hover:text-red-400,status-danger
insights-ui,SimulationPageWrapper,insights-ui/src/components/genai-simulation/SimulationPageWrapper.tsx,1,0,fully migrated to theme tokens,bg-gray-900,,structural-gray
insights-ui,AnalysisTabsSection,insights-ui/src/components/portfolios/AnalysisTabsSection.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-blue-500,text-blue-500,status-info
insights-ui,FavoritesByLists,insights-ui/src/components/portfolios/FavoritesByLists.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-blue-500,bg-blue-500,status-info
insights-ui,PortfolioManagersPageComponent,insights-ui/src/components/portfolios/PortfolioManagersPageComponent.tsx,1,0,fully migrated to theme tokens,text-blue-500,,status-info
insights-ui,ProfileHeader,insights-ui/src/components/portfolios/ProfileHeader.tsx,1,0,fully migrated to theme tokens,text-blue-400,,status-info
insights-ui,StockTable,insights-ui/src/components/portfolios/StockTable.tsx,1,0,fully migrated to theme tokens,hover:text-blue-400,,status-info
insights-ui,EditProjectView,insights-ui/src/components/projects/EditProjectView.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500,text-red-500,status-danger
insights-ui,ProductDetailsPage,insights-ui/src/components/projects/ProductDetailsPage.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-blue-200,text-blue-200,status-info
insights-ui,ProjectInfoTable,insights-ui/src/components/projects/ProjectInfoTable.tsx,1,0,fully migrated to theme tokens,border-gray-100,,structural-gray
insights-ui,SampleBodyEditModal,insights-ui/src/components/prompts/SampleBodyEditModal.tsx,1,0,fully migrated to theme tokens,border-gray-200,,structural-gray
insights-ui,SampleJsonEditModal,insights-ui/src/components/prompts/SampleJsonEditModal.tsx,1,0,fully migrated to theme tokens,border-gray-200,,structural-gray
insights-ui,TransformationPatchEditModal,insights-ui/src/components/prompts/TransformationPatchEditModal.tsx,1,0,fully migrated to theme tokens,border-gray-200,,structural-gray
insights-ui,FieldErrorTemplate,insights-ui/src/components/rjsf/FieldErrorTemplate/FieldErrorTemplate.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500,text-red-500,status-danger
insights-ui,FieldHelpTemplate,insights-ui/src/components/rjsf/FieldHelpTemplate/FieldHelpTemplate.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500,text-red-500,status-danger
insights-ui,CompactIndustryCard,insights-ui/src/components/stocks/CompactIndustryCard.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hover:text-[#F97316],hover:text-orange-500,arbitrary-hex
insights-ui,PerformanceChecklistEvaluation,insights-ui/src/components/ticker-reports/PerformanceChecklistEvaluation.tsx,1,0,fully migrated to theme tokens,text-gray-500,,structural-gray
insights-ui,InlineCard,insights-ui/src/components/ui/sections/InlineCard.tsx,1,0,fully migrated to theme tokens,bg-gray-800,,structural-gray
insights-ui,CriterionReportWaterfallChart,insights-ui/src/components/visualizations/CriterionReportWaterfallChart.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500,text-red-500,status-danger
insights-ui,RadarChart,insights-ui/src/components/visualizations/RadarChart.tsx,1,1,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#d5d5d5,hex:#d5d5d5,hex-literal
